Davenport Barbara C.;Nuttall Ronald L.;;Cost-Effective Medicaid Mental Health Policies;Design and Testing;;;0.8039.1240.4 0.8039.1241.2 Pbk;176-184;Druckerzeugnis;In: Datta-Lois-Ellin- Perloff-Robert (Hrsg.): Improving Evaluations;Haupt-Bibliothek;;Beverly Hills;Sage;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder;iffonly;514586338
HM Treasury;;;IADD Review;Value for Money;;;;21;Druckerzeugnis;;Separata;VE Sep. 16;;HM Treasury;1993;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515897892
Biehl Dieter;;;Zum Problem der Schätzung konjunktureller Effekte öffentlicher Haushalte und ihrer wirtschaftspolitischen Beeinflussbarkeit;;;;3.16.336431.4 (Kt.) 3.16.336432.2 (Ln.);51-77;Druckerzeugnis;In: Gahlen-Bernhard- Schneider-Hans Karl (Hrsg.): Grundfragen der Stabilitätspolitik;Haupt-Bibliothek;;Tübingen;J.C.B. Mohr;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;514586346
Bourn John;;;Evaluating the Performance of Central Government;;;;0 631 16961 X;25-47;Druckerzeugnis;In: Pollitt-Christopher: Handbook of Public Services Management;Haupt-Bibliothek;;Oxford;Blackwell;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586362
Zimmermann Horst;;;Änderungen in der Struktur der Staatsfinanzierung;;;;3.8047.1003.4;29-42;Druckerzeugnis;In: Zimmermann Horst (Hrsg.): Die Zukunft der Staatsfinanzierung;Haupt-Bibliothek;;Stuttgart;Wissenschaftliche Verlagsgesellschaft;1988;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514586370
Schreiber Urs;;;Internationale Mobilität von Steuerbasen;Ist nationale Steuerpolitik noch möglich?;;;3 428 09270 8;29-88;Druckerzeugnis;In: Krause-Junk, Gerold & Richter, Rudolf, (Hrsg.): Steuersysteme der Zukunft. Berlin: Duncker & Humblot, 1998 (Schriften des Vereins für Socialpolitik, Band 256);Haupt-Bibliothek;;Berlin;Duncker & Humblot;;JA;;;Allgemeine Steuerrechtsliteratur;Allgemeines, Lehrbücher;;iffonly;514569883
Selchert Friedrich Wilhelm;;;Internationalisierung der Rechnungslegung und Massgeblichkeitsprinzip;;;;-;913-934;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;514586397
Herzig Norbert;;;Grenzüberschreitende Fusion und Unternehmenswert;Die nationale Ausrichtung des körperschaftsteuerlichen Anrechnungsverfahren als Kooperationshindernis;;;-;621-644;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;514586400
Streck Michael;Korn Klaus;;Beratungsempfehlungen. 12 Jahre KOESDI-'Know-how' im ABC;;;;;203;Druckerzeugnis;Kölner Beratungsrichtlinien Nr. 5;Haupt-Bibliothek;KB 310;Köln;Arbeitskreis für Steuerrecht;1979;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;515898023
Zöller Paul;;;Zwischen Sammelbüchse und PC;;;;-;176-193;Druckerzeugnis;In: Biehal Franz/andere (Hrsg.): Lean Service;Haupt-Bibliothek;;;;;YP;;;Wirtschaftswissenschaften;Allgemeine Betriebswirtschaftslehre;;iffonly;514586419
CED;;;Fiscal Issues in the Future of Federalism;;;;;283;Druckerzeugnis;;Haupt-Bibliothek;AA 173;New York;Committee for economic development (CED);1968;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;51589804X
Deutscher Bundestag;;;Entwurf einer Bundeshaushaltsordnung (BHO);;;;;18;Druckerzeugnis;;Separata;VG Sep. 01;Bonn;Bundesrepublik Deutschland;1968;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;515898066
Vogel Klaus;;;Funkkolleg Recht;30. Kollegstudie 'Steuerrecht';;;;83;Druckerzeugnis;Studienbegleitbrief 12;Haupt-Bibliothek;KD 105;Weinheim;Beltz;1983;KD;;;Ausländisches Steuerrecht;Oesterreich;;iffonly;515898074
Stoller Hermann;;;Kapitalmarktintegration in der EWG und Bemerkungen zur Besteuerung der Wertpapiere;;;;;137-162;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft (Hrsg.): Perspektiven für die Steuerharmonisierung im Gemeinsamen Markt;Haupt-Bibliothek;;Berlin;Deutsche Gesellschaft für Betriebswirtschaft;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;514586427
Hölzler Heinrich;;;Konzentrationsaspekte von Steuern-Staatsausgaben und öffentlicher Erwerbswirtschaft in der Bundesrepublik Deutschland;;;;3.16.336131.5;196;Druckerzeugnis;;Haupt-Bibliothek;AG 243;Tübingen;J.C.B. Mohr;1974;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;515898104
Meier Alfred;;;Die Finanzierung der Spitalkosten;;;;;72-82;Druckerzeugnis;In: Meier-Alfred (Hrsg.): Generelle wirtschaftliche Überlegungen zur Krankenversicherung;Haupt-Bibliothek;;St. Gallen;Interdisziplinäres Forschungszentrum für die Gesundheit;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;;iffonly;514586451
Bombach Gottfried;;;Lohnpolitik-Einkommenspolitik-Indexierung;;;;3.258.02450.2;25-30;Druckerzeugnis;In: Celio-Nello (Hrsg.): Inflationsbekämpfung unter veränderten wirtschaftlichen und sozialen Bedingungen;Haupt-Bibliothek;;Bern;Paul Haupt;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;51458646X
Frey René L.;Frey Bruno S.;;Konjunktur-Staat und öffentliche Finanzen;;;;3.258.02450.2;31-42;Druckerzeugnis;In: Celio-Nello (Hrsg.): Inflationsbekämpfung unter veränderten wirtschaftlichen und sozialen Bedingungen;Haupt-Bibliothek;;Bern;Paul Haupt;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514586478
Bogenschütz Eugen;;;Erhaltung des Anrechnungsguthabens für Gesellschafter bei grenzüberschreitenden Verschmelzungen und Joint-Ventures durch Verknüpfung von Beteiligungen (Stapled Stock);;;;-;53-96;Druckerzeugnis;In: Haarmann-Wilhelm- Breuninger-Gottfried E.- u.a.: Finanzierungen, Ausschüttungen und Nutzungsüberlassungen im Internationalen Steuerrecht;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;514586486
Michel P.;;;Die Verteilung der Arbeitsplätze und der berufstätigen Wohnbevölkerung sowie die Pendelwanderung in der Stadt un Region Bern;;;;;17;Druckerzeugnis;Teil A: Arbeitsplätze und berufstätige Wohnbevölkerung;Separata;AJ Sep. 27;Bern;Stadt- und Regionalforschungsstelle;1967;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;515898155
Vaterlaus Stephan;;;Integrierte ökonomisch-ökologische Gesamtrechnungen;;;;;34;Druckerzeugnis;Übersicht über theoretische und praktische Ansätze;Separata;WD Sep. 05;Basel;WWZ, Nachdruck;1993;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;;iffonly;51589818X
Kamp M.E.;Seel B.;;Grundlegung der Finanzwissenschaft;;;;;144/158;Druckerzeugnis;1. A.;Haupt-Bibliothek;AA 178 1;Bonn;Peter Hanstein;1968;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;515898287
Voigtländer Hubertus;;;Direkte Lenkung oder Steuerung der Investitionen durch den Markt?;;;;3.434.30164.X;89-103;Druckerzeugnis;In: Fleischle Gerhard/Krüper Manfred (Hrsg.): Investitionslenkung - Überwindung oder Ergänzung der Marktwirtschaft?;Haupt-Bibliothek;;Frankfurt;Europäische Verlagsanstalt;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514586494
Henseler Peter;;;Funktionsanalytisch begründete Planungs--Budgetierungs- und Kontrolltrechniken als Beitrag zur Sanierung öffentlicher Haushalte?;;;;;57;Druckerzeugnis;;Separata;VB Sep. 06;;;1985;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515898341
Seaborg Glenn T.;;;The Erewhon Machine;Possibilities for Reconciling Goals by Way of New Technology;;;0.8018.1414.6 cloth 0.8018.1553.3 paper;125-138;Druckerzeugnis;In: Schurr-Sam H. (Hrsg.): Energy, Economic Growth, and the Environment;Haupt-Bibliothek;;Baltimore;Johns Hopkins University;;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;514586508
Siong Jap Kim;Khan Ahmad;;Taxation in the Asia-Pacific Region;;;;-;211;Druckerzeugnis;;Haupt-Bibliothek;KL 109;Singapore;Asian Pacific Tax and Investment Research Centre;1985;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515898368
Weinholf-Stünzi Heinz;Annen Emil;;Marktmenschen;Menschenmärkte;;;3-258-04357-4;111-131;Druckerzeugnis;In: Haller Matthias/Hauser Heinz/Zäch Roger/andere: Ergänzungen;Haupt-Bibliothek;;Bern;Paul Haupt;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586524
Staringer Claus;;;Dividendenbesteuerung und Kapitalverkehrsfreiheit;;;;-;93-118;Druckerzeugnis;In: Ruppe, Hans G., Sedlaczek, Michael & u.a., (Hrsg.): Kapitalverkehrsfreiheit und Steuerrecht;Haupt-Bibliothek;;;;;LP;;;Interkantonales/Internationales Steuerrecht;Oesterreich;;iffonly;514586532
Möller Elke;;;Quantitative und qualitative Aspekte der Bildungsplanung in der Bundesrepublik Deutschland;;;;-;343-363;Druckerzeugnis;In: Schäfers-Bernhard: Gesellschaftliche Planung;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514586540
Verein Kommunalwissenschaftliches Dokumentationszentrum (KDZ);;;Gemeinden in der Wirtschaftspolitik;;;;;94;Druckerzeugnis;Möglichkeiten und Grenzen kommunaler Finanz- und Wirtschaftspolitik bei vermindertem wirtschaftlichem Wachstum;Haupt-Bibliothek;EC 144;Wien;Kommunalwissenschaftliches Dokumentationszentrum;1985;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften;iffonly;515898392
Deutsches wissenschaftliches Steuerinstitut der Steuerberater und Steuerbevollmächtigten e.V.;;;Handbuch der Steuerveranlagungen ESt / KSt / GewSt / USt 1981;;;;3 406 08816 3;1102 + 931;Druckerzeugnis;;Haupt-Bibliothek;KB 205;München;Verlag C.H.Beck;1982;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;514571012
UNESCO Office of Statistics;;;The UNESCO Data Collection System;;;;0.89946.031.3 3.445.02068.X;87-104;Druckerzeugnis;In: Taylor Charles Lewis (Hrsg.): Indicator Systems for Political, Economic and Social Analysis;Haupt-Bibliothek;;Königstein;Anton Hain;;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;514586567
Lesch Hagen;;;Finanzpolitische Disziplin in einer Währungsunion;;;;;55;Druckerzeugnis;Ein 'Stabilitätspakt für Europa'?;Haupt-Bibliothek;AK 1211;Bonn;IFSt;1996;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;515898481
Gray Andrew;Jenkins Bill;;Changes in Resource Management in the Social Services;;;;0 631 16961 X;179-194;Druckerzeugnis;In: Pollitt-Christopher: Handbook of Public Services Management;Haupt-Bibliothek;;Oxford;Blackwell;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586575
Hötzli A.;;;Effizienzverbesserung eines Gemeindebetriebes;;;;3-908128-22-6;65-76;Druckerzeugnis;In: Kaufmann-Martin (Hrsg.)- und andere: Erfolg im öffentlichen Bereich;Haupt-Bibliothek;;Bern;SGVW;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586583
HHS;;;Individuum und Gemeinschaft;;;;;628;Druckerzeugnis;Festschrift zur 50-Jahrfeier der HHS, St. Gallen;Haupt-Bibliothek;AA 110;St. Gallen;Fehr'sche Buchhandlung;1949;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;515898597
Albers Willi;;;Langfristige Finanzierbarkeit der gesetzlichen Rentenversicherung;;;;3.8047.1003.4;123-141;Druckerzeugnis;In: Zimmermann Horst (Hrsg.): Die Zukunft der Staatsfinanzierung;Haupt-Bibliothek;;Stuttgart;Wissenschaftliche Verlagsgesellschaft;1988;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514586591
Ketterer Karl-Heinz;Simmert Diethard B.;;Moderne Quantitätstheorie und Laissez-faire-Liberalismus;;;;;79-93;Druckerzeugnis;Einige Anmerkungen zu den ordnungspolitischen Funktionsbedingungen des Monetarismus In: Köhler-Claus (Hrsg.): Geldpolitik - kontrovers;Haupt-Bibliothek;;Köln;Bund-Verlag;;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;;iffonly;515898635
Rohner Willi;;;Landesplanung;Notwendigkeit-Möglichkeiten und Grenzen;;;;85-96;Druckerzeugnis;in: Die Bedrohung unseres Lebensraumes;Haupt-Bibliothek;AJ 163;Zürich;NZZ;1969;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;515898643
Schäfer Friedrich u. a.;;;Finanzwissenschaft und Finanzpolitik;;;;;350;Druckerzeugnis;Festgabe für Schoettle Erwin;Haupt-Bibliothek;AA 127;Tübingen;Mohr;1964;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;515898678
Management Information Service;;;Goal setting inlocal government;;;;;12;Druckerzeugnis;;Separata;EA Sep. 18;Washington;International City/Country Management Association;1995;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;515900893
Bac Aad D.;;;Government Accounting and Auditing in the Netherlands;;;;1.55938.415.8;265-288;Druckerzeugnis;;Separata;VF Sep. 06;;HAI Press Inc.;1992;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515900966
Bucher Erwin;;;Historische Grundlegung;Die Entwicklung der Schweiz zu einem politischen System;;;-;13-24;Druckerzeugnis;In: Steiner, Jürg (. & und andere, (Hrsg.): Das politische System der Schweiz;Haupt-Bibliothek;;;;;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;;iffonly;514571020
Blanc Cécile;Ildis Nicole;;Le compte de l'éducation et le compte de l'éducation supérieure Années 1991 à 1994;;;;005.95.2.60;167;Druckerzeugnis;;Haupt-Bibliothek;VA 154;Paris;Ministère de l'éducation nationale;1995;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514571039
Steinhöfler Karl H.;;;Kommunale Umweltpolitik;;;;3.85212.007.1;146;Druckerzeugnis;;Haupt-Bibliothek;AJ 259;Wien;Österreichischer Wirtschaftsverlag;1974;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;515900974
Canadian Tax Journal;;;Excerpts from Report Royal Commission on Taxation;;;;-;;Druckerzeugnis;;Haupt-Bibliothek;KJ 101;Toronto;Canadian Tax Foundation;1967;KJ;;;Ausländisches Steuerrecht;Kanada;;iffonly;515900982
Krysmanski Renate;;;Grundfragen und Entwicklung der Raumplanung in der Bundesrepublik Deutschland;;;;-;253-283;Druckerzeugnis;In: Schäfers-Bernhard: Gesellschaftliche Planung;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514586621
IFF;;;Internationales Steuerseminar 2011;22./23.11.2011;;;-;;Druckerzeugnis;Kursunterlagen;Haupt-Bibliothek;LC 6173 3;St. Gallen;IFF;2011;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515901075
Frey;Hans-Erich;;Agonie des Bürokratiemodells?;;;;3-593-35167-6;23-47;Druckerzeugnis;In: Steger- Ulrich: Lean Administration: Die Krise der öffentlichen Verwaltung als Chance Wo fehlt der politische Wille, wo hemmen Vorschriften die Reform des öffentlichen (kommunalen) Sektors?;Haupt-Bibliothek;;Frankfurt;Campus;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514571055
Stikeman H. Heward;;;Ein Führer durch das kanadische Steuergesetz;;;;;146;Druckerzeugnis;;Haupt-Bibliothek;KJ 105;Montreal;S & E Management Ltd.;1973;KJ;;;Ausländisches Steuerrecht;Kanada;;iffonly;515901083
IFF;;;St.Galler Seminar 2012 zur Mehrwertsteuer;27./28.3.2012;;;-;;Druckerzeugnis;Kursunterlagen;Haupt-Bibliothek;QB 260;St. Gallen;IFF;2012;QB;;;Verbrauchsteuern;Umsatzsteuer;;iffonly;515248266
Bank Indonesia;;;Indonesian financial statistics;;;;;80-82;Druckerzeugnis;Monatliches Bulletin, März 1972;Separata;AE Sep. 12;;;1972;YJ;;;Wirtschaftswissenschaften;Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material;;iffonly;515901113
IFF;;;Kurs Mehrwertsteuer;6./7.10.1998;;;-;;Druckerzeugnis;Kursdokumentation für das Seminar an der Uni St.Gallen;Haupt-Bibliothek;QB 222;St. Gallen;IFF;1998;QB;;;Verbrauchsteuern;Umsatzsteuer;;iffonly;51590113X
Zapf Wolfgang;;;Zur Theorie der Wohlfahrtsproduktion. Öffentliche und private Aktivitäten in Perspektive;;;;3.8204.5457.8;43466;Druckerzeugnis;In: Wille-Eberhard (Hrsg.): Konzeptionelle Probleme öffentlicher Planung;Haupt-Bibliothek;;Frankfurt;Peter Lang;;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;51458663X
Presse- und Informationsamt der Bundesregierung;;;Grenzen fallen;Märkte öffnen sich Die Chancen der deutschen Wirtschaft am Beginn einer neuen Ära;;;;41;Druckerzeugnis;Zusammenfassung der Strukturberichterstattung 1990 des Ifo-Instituts für Wirtschaftsforschung, München;Separata;AK Sep. 438;Bonn;Presse- und Informationsamt der Bundesregierung;1990;YR;;;Wirtschaftswissenschaften;Gewerbepolitik. Einzelne Wirtschaftszweige;;iffonly;515901199
Deutsches Institut für Urbanistik;;;Kommunaler Investitionsbedarf bis 1990;;;;3.88118.059.1;219;Druckerzeugnis;Grundlagen - Probleme - Perspektiven;Haupt-Bibliothek;VC 186;Berlin;difu;1980;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514571071
Stern Klaus;Münch Paul;;Gesetz zur Förderung der Stabilität und des Wachstums der Wirtschaft vom 8. Juni 1967 (BGBI. I S. 582);;;;;216;Druckerzeugnis;;Haupt-Bibliothek;AG 136;Stuttgart;W. Kohlhammer;1967;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;515901261
Küpper Ulrich;;;Gestaltung des Investitions-Controlling in anlageintensiven öffentlichen Institutionen;;;;-;11324;Druckerzeugnis;In: Weber Jürgen/Tylkowsky Otto/andere (Hrsg.)- Konzepte und Instrumente von Controlling-Systemen in öffentlichen Institutionen;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;51457108X
Dammann Klaus;Grunow Dieter;Japp Klaus P.;Theorie der Verwaltungswissenschaft;nach mehr als einem Vierteljahrhundert;;;3-531-12373-4;229-247;Druckerzeugnis;In: Dammann-Klaus- und andere: Die Verwaltung des politischen Systems;Haupt-Bibliothek;;Opladen;Westdeutscher Verlag;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586656
Grandke Gerhard;;;Die Stadt als Dienstleistungsunternehmen;das Sanierungskonzept der Stadt Offenbach am Main;;;3-593-35167-6;93-98;Druckerzeugnis;In: Steger- Ulrich: Lean Administration: Die Krise der öffentlichen Verwaltung als Chance;Haupt-Bibliothek;;Frankfurt;Campus;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;51457111X
Flockermann Paul Gerhard;;;Flockermann-Paul G. ();Die Mehrwertsteuer in der Bundesrepublik Deutschland;;;;37-45;Druckerzeugnis;In: Deutsche Gesellschaft für Betriebswirtschaft, (Hrsg.): Besteuerung der Wirtschaft in der EWG - Praxis von heute und morgen. 3. A.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;514571128
Schöndube Claus;;;Europa-Taschenbuch;;;;;225;Druckerzeugnis;;Haupt-Bibliothek;FA 108;Bonn;Europa Union Verlag GmbH;1971;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden;iffonly;515901415
Dann Wilfried;;;Grenzüberschreitende Unternehmensberatung;Neue Aufgaben für den Steuerberater;;;-;23-44;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;514586664
Wilson Earl R.;;;Financial Reporting by State and Local Governments;A Survey of Preferences among Alternative Formats;;;0-910065-34-9;118;Druckerzeugnis;;Haupt-Bibliothek;VE 180 03;Norwalk;GASB;1990;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515901458
Long Andrew F.;;;Evaluating Health Services;from Value for Money to the Valuing of Health Services;;;0 631 16961 X;59-72;Druckerzeugnis;In: Pollitt-Christopher: Handbook of Public Services Management;Haupt-Bibliothek;;Oxford;Blackwell;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514586672
Jens Uwe;;;Grenzen der Globalsteuerung;;;;3.434.30164.X;107-116;Druckerzeugnis;In: Fleischle Gerhard/Krüper Manfred (Hrsg.): Investitionslenkung - Überwindung oder Ergänzung der Marktwirtschaft?;Haupt-Bibliothek;;Frankfurt;Europäische Verlagsanstalt;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514586680
Jung Mathias;;;Einkommensteuerliche Abgrenzung des gewerblichen Grundstückhandels;;;;3-428-08579-5;277;Druckerzeugnis;;Haupt-Bibliothek;KB 144;Berlin;Duncker & Humblot;1998;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;515901474
de Silva K. E. A.;;;Money Supply-Inflation and the Balance of Payments in Sri Lanka (1959-74);;;;0.7146.3077.2;22-36;Druckerzeugnis;In: Ayre P. C. I. (Hrsg.): Finance in Developing Countries;Haupt-Bibliothek;;London;Frank Cass;;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;;iffonly;514586699
Institut für Orts-, Regional- und Landesplanung an der ETH (ORL);;;Industriestandorte;;;;;257 + Karten;Druckerzeugnis;Untersuchung zur räumlichen Ordnung der Industrie in der Schweiz;Haupt-Bibliothek;AJ 142;Zürich;;1967;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;515901490
Reichard Christoph;;;Die internationale Entwicklung im Ueberblick;;;;3-555-01001-8;46447;Druckerzeugnis;In: Kommunale Managementkonzepte in Europa: Banner-Gerhard;Haupt-Bibliothek;;Köln;Deutscher Gemeindeverlag;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften;iffonly;514571136
Galbis Vicente;;;Financial Intermediation and Economic Growth in Less-Developed Countries;A Theoretical Approach;;;0.7146.3077.2;58-72;Druckerzeugnis;In: Ayre P. C. I. (Hrsg.): Finance in Developing Countries;Haupt-Bibliothek;;London;Frank Cass;;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;;iffonly;514586710
Hirai Genj;;;Finanzpsychologische Aspekte der Staatsfinanzen;;;;3.8047.1003.4;111-119;Druckerzeugnis;In: Zimmermann Horst (Hrsg.): Die Zukunft der Staatsfinanzierung;Haupt-Bibliothek;;Stuttgart;Wissenschaftliche Verlagsgesellschaft;1988;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514586729
Marquette R. Penny;Marquette Jesse F.;;Political Science Theories and Implications for Governmental Accounting Research;;;;1-55938-544-8;77-94;Druckerzeugnis;In: Chan- James L.: Governmental and Nonprofit Accounting;Haupt-Bibliothek;;Middlesex;Jai Press Inc.;1994;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514586737
Seicht Gerhard;;;Geldentwertung-Gewinnermittlung und Einkommensbesteuerung;;;;-;207-230;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;514586745
König Herbert;;;Dynamische Verwaltung;;;;3-87959-062-1;99;Druckerzeugnis;Beiträge zur modernen Verwaltung;Haupt-Bibliothek;EA 168;Stuttgart;Bonn aktuell;1979;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;51590158X
