Farnham David;;;Human Resources Management and Employee Relations;;;;0-333-56292-5;99-124;Druckerzeugnis;In: Farnham- David- Horton- Silvia: Managing the New Public Services;Haupt-Bibliothek;;Houndsmills;Macmillan;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514593008
Coester Franz;;;Konkrete Ansatzpunkte einer Politik zur gleichmässigeren Verteilung des Vermögenszuwachses;;;;;328-350;Druckerzeugnis;In: Arndt-Helmut (Hrsg.): Lohnpolitik und Einkommensverteilung;Haupt-Bibliothek;;Berlin;Duncker & Humblot;1969;YV;;;Wirtschaftswissenschaften;Arbeitnehmerfragen (Labor Economics);;iffonly;514593016
Gattenhof Carl Otto;;;Die steuerrechtliche Bewertung von Wertschriften insbesondere von Aktien in der Schweiz;;;;-;136;Druckerzeugnis;Diss. der Uni Zürich;Haupt-Bibliothek;PJ 201;Winterthur;P. G. Keller;1961;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866539
Schädler Bruno G.;;;Bewertungsverfahren zur Erfassung der Privatliegenschaften in der Vermögenssteuer;;;;-;;Druckerzeugnis;Rechtsvergleichende Darstellung der kantonalen Steuergesetzgebung;Haupt-Bibliothek;PJ 603;Zürich;;1971;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866555
Timmermann Manfred;;;Management-Aufgaben und Management-Techniken;;;;-;13-32;Druckerzeugnis;In: Prognos AG Basel (Hrsg.): Simulation als Instrument der Planung in Wirtschaft und Verwaltung;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514593024
Segitz Oswald;;;Die Bewertung unnotierter Anteile und Aktien;;;;-;178;Druckerzeugnis;Das Problem in handelsrechtlicher, steuerrechtlicher und betriebswirtschaftlicher Sicht unter besonderer Berücksichtigung der vermögensrechtlichen Vorschriften- Betriebswirtschaftliche Schriften, Heft 8;Haupt-Bibliothek;PJ 204;Berlin;Duncker & Humblot;1962;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866563
Pethig Rüdiger;;;Das Freifahrerproblem in der Theorie der öffentlichen Güter;;;;3.428.04240.9;75-100;Druckerzeugnis;In: Helmstädter Ernst (Hrsg.): Neuere Entwicklungen in den Wirtschaftswissenschaften;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514593032
Vogel Gerhard;;;Das Problem der steuerlichen Gleichbehandlung notierter und unnotierter Anteile im Bewertungsrecht;insbesondere ein Beitrag zur Reformdiskussion um das Stuttgarter Verfahren;;;-;297;Druckerzeugnis;WiSo-Paperbacks, Wirtschafts- und sozialwissenschafltiche Schriften, Bd. 5;Haupt-Bibliothek;PJ 609;Frankfurt;Haag + Herchen;1979;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866644
Feldsieper Manfred;;;Gibt es eine normale Staatsverschuldung?;;;;3.428.05420.2;311-331;Druckerzeugnis;In: Hansmeyer Karl-Heinrich (Hrsg.): Staatsfinanzierung im Wandel;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL7;YL8;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";iffonly;514593040
Meier Alfred;;;Finanzplanung zwischen Fortschreibung und Prioritätensetzung Ernüchterung bei den Theoretikern;;;;-;129-140;Druckerzeugnis;In: Lendi-Martin- Linder-Wolf: Politische Planung in Theorie und Praxis;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514593059
Wallance Wanda A. Shelton Deborah D.;;;Installing a Performance Measurement System;;;;0 85299 474 5;82-91;Druckerzeugnis;In: Chartered Institute of Public Finance and Accountancy, Performance and Financial Management;Haupt-Bibliothek;;London;CIPFA;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514564717
Langer Rudolf;;;Das Weil'sche Verfahren im steuerlichen Bewertungsrecht Österreichs;;;;;4;Druckerzeugnis;Institut für Finanzwissenschatt und Steuerrecht, Nr. 98;Separata;PJ Sep. 02;Wien;Institut für Finanzwissenschaft und Steuerrecht;1977;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866741
Beeton Danny;;;Performance Measurement;;;;0 85299 372 2;40;Druckerzeugnis;Getting the Concepts Rights Public Finance Foundation: Discussion paper No. 18;Haupt-Bibliothek;VE 136;London;Public Finance Foundation;1988;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515866768
Salant Walter S.;;;Practical Techniques for Assessing the Need for World Reserves;;;;;38;Druckerzeugnis;;Separata;AK Sep. 329;Washington;Brookings Institution;1971;YM;;;Wirtschaftswissenschaften;Internationaler Handel. Zahlungsbilanz und Wechselkurse;;iffonly;515866784
Mackscheidt Klaus;;;Alternative Bemessungsgrundlagen für die Arbeitgeberbeiträge zur Sozialversicherung;;;;3.428.05420.2;503-522;Druckerzeugnis;In: Hansmeyer Karl-Heinrich (Hrsg.): Staatsfinanzierung im Wandel;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL7;YL8;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";iffonly;514593075
Brosch Wolfgang;;;Programmiertes Steuerrecht;;;;-;429;Druckerzeugnis;Bd. 1: Lernprogramm zum Bewertungsgesetz;Haupt-Bibliothek;PJ 604;Berlin;Neue Wirtschafts-Briefe;1969;PJ;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Vermögensteuer;;iffonly;515866814
Francke Hans-Hermann;;;Soll sich der Staat bei Kreditinstituten oder privaten Haushalten verschulden?;;;;3.8046.8588.9;346-357;Druckerzeugnis;In: Simmert Diethard/Wagner Kurt-Dieter: Staatsverschuldung kontrovers;Haupt-Bibliothek;;Köln;Verlag Wissenschaft und Politik;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;514593083
Wagschal Uwe;Simon Sabine;;Die Steuerpolitik der neuen Legislaturperiode;;;;-;66;Druckerzeugnis;IFSt-Schrift 496;Haupt-Bibliothek;;;;;-;LD;;;Deutschland;;iffonly;514564741
Aichlreiter Josef W.;;;Präjudizialität;;;;-;71-92;Druckerzeugnis;In: Holoubek, Michael & Lang, Michael, (Hrsg.): Das verfassungsgerichtliche Verfahren in Steuersachen;Haupt-Bibliothek;;;;;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;514593091
Gandenberger Otto;;;Die Wirkung des öffentlichen Kredits auf die Einkommensverteilung;;;;3.437.40066.5;138-144;Druckerzeugnis;In: Nowotny-Ewald: Öffentliche Verschuldung;Haupt-Bibliothek;;Stuttgart;Gustav Fischer;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;514593113
Lampert Heinz;;;Bestimmungsgründe und Lenkungsfunktion branchenmässiger und regionaler Lohnunterschiede;;;;;377-443;Druckerzeugnis;In: Arndt-Helmut (Hrsg.): Lohnpolitik und Einkommensverteilung;Haupt-Bibliothek;;Berlin;Duncker & Humblot;1969;YV;;;Wirtschaftswissenschaften;Arbeitnehmerfragen (Labor Economics);;iffonly;514593121
Kühne Karl;;;Zur ökonomischen Theorie der Bürokratie;;;;3.428.04240.9;609-632;Druckerzeugnis;In: Helmstädter Ernst (Hrsg.): Neuere Entwicklungen in den Wirtschaftswissenschaften;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;51459313X
Andreae C. A.;;;Entbürokratisierung und Privatisierung (aus ökonomischer Sicht);;;;3.7141.7883.X;101-117;Druckerzeugnis;In: Fröhler-Ludwig- Kubin-Ernst (Hrsg.): Privatisierung öffentlicher Aufgaben;Haupt-Bibliothek;;Linz;Institut für Kommunalwissenschaften und Umweltschutz;;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514564768
Thiel Jochen;;;Objektivierung der Gewinnermittlung;Wertaufholung und Einschränkung von Rückstellungen;;;3 504 62642 9;309-330;Druckerzeugnis;In: Fachinstitut der Steuerberater (Hrsg.): Steuerberater-Jahrbuch, Bd. 49;Haupt-Bibliothek;;Köln;Otto Schmidt;;PK;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besteuerung juristischer Personen, Kapitalgesellschaften;;iffonly;514564776
Lüdicke Jürgen;;;Neue Entwicklungen der Besteuerung von Personengesellschaften im internationalen Steuerrecht;;;;3 504 62642 9;449-492;Druckerzeugnis;In: Fachinstitut der Steuerberater (Hrsg.): Steuerberater-Jahrbuch, Bd. 49;Haupt-Bibliothek;;Köln;Otto Schmidt;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;514564792
Jacobi Kaus-Otto;Wenzel Dieter;;Querverbund Kommunalwirtschaft;;;;;3;Druckerzeugnis;;Separata;EF Sep. 30;;;1993;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;515866962
Bundeskanzleramt Wien;;;Verwaltungsmanagement Projektbericht 1994;;;;-;186;Druckerzeugnis;;Haupt-Bibliothek;VE 189;Wien;Medieninhaber;1996;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514564806
Lüder Klaus;;;The 'Contingency Model' Reconsidered;Experiences from Italy-Japan and Spain;;;3.258.04888.6;42736;Druckerzeugnis;In: Buschor-Ernst- Schedler-Kuno (Editors)- und andere: Perspectives on Performance Measurement and Public Sector Accounting;Haupt-Bibliothek;;Bern;Paul Haupt;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;514564814
Schenk Karl-Ernst;;;Ökonomische Theorie der bürokratisch organisierten Produktion;;;;3.428.04240.9;591-608;Druckerzeugnis;In: Helmstädter Ernst (Hrsg.): Neuere Entwicklungen in den Wirtschaftswissenschaften;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514593148
Rahmann B.;;;Konjunkturpolitik als gesellschaftliche Aufgabe;Von zielgerechter Stabilisierung zu zielsystemgerechter Steuerung der Konjunktur;;;3.437.40020.7;124-143;Druckerzeugnis;In: Wittmann-Walter- Kirsch-Guy u. a. (Hrsg.): Nationale Ziele und Soziale Indikatoren;Haupt-Bibliothek;;Stuttgart;Gustav Fischer;;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514593156
Straub Hans;Baumann Hans;;Stadtreinigung und Umweltschutz;;;;3.7745.0284.6;171;Druckerzeugnis;Die Situation der Beseitigung von Abfällen in der Bundesrepublik Deutschland unter besonderer Betrachtung von Verpackungsmaterialien und ihrer Einflüsse auf die Verfahren der Müllbeseitigung;Haupt-Bibliothek;AJ 215;Köln;Grote Verlag;1973;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;51586708X
Mackscheidt Klaus;;;Öffentliche Güter und Ausgabeninzidenz;;;;3.428.03618.2;59-129;Druckerzeugnis;In: Dreissig-Wilhelmine (Hrsg.): Öffentliche Finanzwirtschaft und Verteilung IV;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL7;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder;iffonly;514593164
EG-Kommission;;;Mitteilung der Kommission an den Rat;Förderung der Teilnahme der kleinen und mittelständischen Unternehmen am öffentlichen Auftragswesen innerhalb der Gemeinschaft;;;;15;Druckerzeugnis;;Separata;BB Sep. 08;;;1990;YL1;YR;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Gewerbepolitik. Einzelne Wirtschaftszweige";Allgemeines;iffonly;515867101
Roser Frank;;;Gewerbesteuerliche Hinzurechnungen von Nutzungsentgelten nach § 8 Nr. 1d bis f GewStG;;;;-;94;Druckerzeugnis;- Konzeptionelle Grundprobleme und Lösungsüberlegungen - IFSt-Schrift 497;Haupt-Bibliothek;;;;;-;LD;;;Deutschland;;iffonly;514564830
Picot Arnold;Wolff Birgitta;;Zur ökonomischen Organisation öffentlicher Leistungen;'Lean Management' im öffentlichen Sektor?;;;3-89204-109-1;51-120;Druckerzeugnis;In: Frieder Naschold-Marga Pröhl: Produktivität öffentlicher Dienstleistungen;Haupt-Bibliothek;;Gütersloh;Bertelsmann;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514592192
Bartosch Josef;;;Gewerbesteuer (GewStG 1953);;;;-;221;Druckerzeugnis;Steuerrechtliche Schriftenreihe des Instiutes für Finanzrecht an der Hochschule für Welthandel in Wien, Bd. 5;Haupt-Bibliothek;PR 304;Eisenstadt;Prugg;1973;PR;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Uebrige direkte Steuern;;iffonly;514564849
Haubrichs Willy;;;Privatisierung öffentlicher Dienstleistungen;;;;;108;Druckerzeugnis;;Haupt-Bibliothek;EA 167;Wiesbaden;Karl-Bräuer-Institut;1980;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;515867241
Oechsler Walter A.;;;Leistungsorientiertes Personalmanagement in der Kommunalverwaltung;;;;3-930174-04-9;125-145;Druckerzeugnis;In: Dumont du Voitel-Roland:NPM Internationale Erfahrungen und Beiträge;Haupt-Bibliothek;;Heidelberg;DDV;;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;514564865
Werner Josua;;;Geldwertstabilität als materiales Stabilitätsziel;;;;3.428.03558.5;133-151;Druckerzeugnis;In: Schneider Hans K./Wittmann Waldemar/Würgler Hans (Hrsg.): Stabilisierungspolitik in der Marktwirtschaft;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514593172
Doblin Claire P.;;;Sociétés multinationales et vérification des comptes publics;;;;;4;Druckerzeugnis;Revue internationale de la vérification des comptes publics;Separata;VE Sep. 01;Toronto;;1975;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515867268
Lüder Klaus;;;Verselbständigte Erfüllungen von Verwaltungsaufgben;eine Strategie zur Entwicklung steuerungsfähigerer und effizienterer Verwaltungsorganisationen?;;;3.428.04240.9;755-774;Druckerzeugnis;In: Helmstädter Ernst (Hrsg.): Neuere Entwicklungen in den Wirtschaftswissenschaften;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514593180
Lampert Heinz;;;Leitbild und Zielsystem der Sozialpolitik im 'entwickelten gesellschaftlichen System des Sozialismus' in der DDR;;;;3.428.02934.8;101-163;Druckerzeugnis;In: Sanmann-Horst (Hrsg.): Leitbilder und Zielsysteme der Sozialpolitik;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YX;;;Wirtschaftswissenschaften;Sozialpolitik. Gesundheitswesen. Bildungsökonomie;;iffonly;514564873
Bös Dieter;;;Wirtschaftspolitische Ziele und öffentliche Preisbildung;;;;3.428.04240.9;355-371;Druckerzeugnis;In: Helmstädter Ernst (Hrsg.): Neuere Entwicklungen in den Wirtschaftswissenschaften;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514593199
Institut für Orts-, Regional- und Landesplanung an der ETHZ;;;Planung öffentlicher Bauten und Anlagen für die Gemeinde Hergiswil;;;;;199;Druckerzeugnis;;Haupt-Bibliothek;EC 108;Zürich;ORL;1966;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzwirtschaft untergeordneter Gebietskörperschaften;iffonly;515867276
Banner Gerhard;;;Konzern Stadt;;;;3.428.07873.X;57-69;Druckerzeugnis;In: Hill-Hermann- Klages-Helmut: Qualitäts- und erfolgsorientiertes Verwaltungsmanagement;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL7;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder;iffonly;514564881
Wallace Wanda A.;;;Mass Transit;;;;0-910065-39-X;109;Druckerzeugnis;Service Efforts and Accomplishments Reporting: Its Time Has Come;Haupt-Bibliothek;VE 180 07;Norwalk;GASB;1991;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515867284
Badelt Christoph;;;Korreferat;Schattenwirtschaft als Folge der Abgabenbelastung oder Ausdruck wirtschaftlichen Strukturwandels?;;;3.428.05420.2;295-307;Druckerzeugnis;In: Hansmeyer Karl-Heinrich (Hrsg.): Staatsfinanzierung im Wandel;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL7;YL8;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";iffonly;514593237
Herder-Dorneich Philipp;;;Kostenexplosion im Gesundheitswesen;;;;3.428.03891.6;577-597;Druckerzeugnis;In: Külp-Bernhard- Haas-Heinz-Dieter (Hrsg.): Soziale Probleme der modernen Industriegesellschaft;Haupt-Bibliothek;;Berlin;Duncker & Humblot;1977;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;514593245
Eurostat;;;Statistische Grundzahlen der Gemeinschaft;;;;92.825.9493.9;293;Druckerzeugnis;Vergleich mit verschiedenen europäischen Ländern, Kanada, den USA, Japan und der UdSSR;Haupt-Bibliothek;FB 173;Luxemburg;EG;1989;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";Finanzwirtschaft supranationaler Behörden;iffonly;515867357
Direktion der öffentlichen Bauten des Kantons Zürich;;;Massnahmenplan Lufthygiene;Bericht;;;;185;Druckerzeugnis;;Haupt-Bibliothek;AJ 349 1;Zürich;Staatskanzlei;1989;YY;;;Wirtschaftswissenschaften;Regionale Wirtschaftspolitik. Stadtplanung;;iffonly;515891142
Montesinos Vicente Pina Vicente Torres Lourdes Vela Bargues José Manuel;;;Comparative Analysis of Governmental Accounting';;;;-;71-95;Druckerzeugnis;In: Lüder-Klaus: Recent developments in comparitive international Governmental An Empirical Approach;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;51456489X
Amsler Gordon McLeod;;;Linking pay with performance;The relative effects of reward contingency-goal quality-feedback-and involvement on the effectiveness of a pay for performance plan;;;;127;Druckerzeugnis;;Haupt-Bibliothek;EH 109;Ann Arbor;UMI;1992;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;515867373
Tuchtfeldt Egon;;;Ueber das Gemeinwohl;Anmerkungen zum Problem einer obersten Zielsetzung der Politik;;;3.17.008828.9;81-91;Druckerzeugnis;In: Milde Hellmuth, Monissen Hans G.: Rationale Wirtschaftspolitk in komplexen Gesellschaften;Haupt-Bibliothek;;Stuttgart;W. Kohlhammer;1985;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;514564903
Neumark Fritz;;;Planung in der öffentlichen Finanzwirtschaft;;;;-;173-205;Druckerzeugnis;In: Schneider-Erich (Hrsg.): Rationale Wirtschaftspolitik und Planung in der Wirtschaft;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YC;;;Wirtschaftswissenschaften;Wirtschaftstheorie, einschliesslich Geldtheorie;;iffonly;514564911
Lehment Harmen;;;Crowding-out in der Bundesrepublik;Wechselkurseffekte-Zinseffekte und empirischer Befund;;;3.7253.0244.8;53-70;Druckerzeugnis;In: Staatsverschuldung und aussenwirtschaftliches Gleichgewicht;Haupt-Bibliothek;;Grüsch;Rüegger;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;51456492X
Chan James L.;;;Accounting and Financial Management Reform in the United States Government;An Application of Profesor Lüder's Contingency Model;;;3.258.04888.6;17-43;Druckerzeugnis;In: Buschor-Ernst- Schedler-Kuno (Editors)- und andere: Perspectives on Performance Measurement and Public Sector Accounting;Haupt-Bibliothek;;Bern;Paul Haupt;;YL2;YL7;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";iffonly;514564938
Hankel Wilhelm;;;Perspektiven der Währungspolitik;;;;;9;Druckerzeugnis;Vortrag gehalten am 26.2.73 im 'Institut für Finanzwissenschft und Steuerrecht';Separata;AK Sep. 204;Wien;Institut für Finanzwissenschaft und Steuerrecht;1973;YK;;;Wirtschaftswissenschaften;Geld, Kredit- und Bankwesen. Bankbetriebslehre;;iffonly;515867411
Jelcic Bozidar;;;Steuersysteme und Massnahmen der Steuerpolitik in Transitionsländern am Beispiel Kroatiens;;;;3-;117-136;Druckerzeugnis;In: Dann, Wilfried, Ehrlicher, Werner & etc., (Hrsg.): Unternehmenspolitik und Internationale Besteuerung;Haupt-Bibliothek;;;;;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;51459327X
Wittmann Walter;;;Grenzen der öffentlichen Verschuldung aus Sicht der Finanzwirtschaft;;;;-;65-77;Druckerzeugnis;In: Eng Franz/Glatthard Alexander/Koenig Beat H., Schuldenproblematik der öffentlichen Haushalte;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;514591552
Henriot P. J.;;;Politische Fragen zu sozialen Indikatoren;;;;3.437.40020.7;11963;Druckerzeugnis;In: Wittmann-Walter- Kirsch-Guy u. a. (Hrsg.): Nationale Ziele und Soziale Indikatoren;Haupt-Bibliothek;;Stuttgart;Gustav Fischer;;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514593288
Lüder Klaus;;;Recent Developments in Comparitive International Governmental Accounting Research;;;;ISSN 0179-2326;273;Druckerzeugnis;Speyerer Forschungsberichte Nr. 159;Haupt-Bibliothek;VF 133;Speyer;Forschungsinstitut für öffentliche Verwaltung;1996;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;515867446
National Bureau of Economic Research, New York;;;Public Finances;Needs-Sources and Utilisation;;;;512;Druckerzeugnis;A conference of the Universitites-National Bureau committee for Economic Research;Haupt-Bibliothek;AA 180;Princeton;Princeton University;1961;YB;;;Wirtschaftswissenschaften;Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik;;iffonly;515867489
Coopers & Lybrand;;;NACUBO;Benchmarking for Process Improvement in Higher Education;;;;35;Druckerzeugnis;;Haupt-Bibliothek;EJ 133;;;1994;YQ;;;Wirtschaftswissenschaften;Spezielle Betriebswirtschaftslehren;;iffonly;515867500
Wysocki Josef;;;Staatsverschuldung in Österreich 1945-1985;;;;3.428.06698.7;57-75;Druckerzeugnis;In: Petzina-Dietmar (Hrsg.): Probleme der Finanzgeschichte des 19. und 20. Jahrhunderts;Haupt-Bibliothek;;Berlin;Duncker & Humblot;;YL1;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Allgemeines;iffonly;514593296
Schweiz. Staatsschreiberkonferenz;;;Staatskanzlei 2000-Stabsstelle und Innovationszentrum;;;;;32;Druckerzeugnis;Eine Standortbestimmung der Schweizerischen Staatsschreiberkonferenz;Haupt-Bibliothek;EE 107;Bern;;1995;YL7;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder;iffonly;515867586
Wollf Heimfried;;;Die Simulation des Prozessgeschehens in der Zivilgerichtsbarkeit;;;;-;177-187;Druckerzeugnis;In: Prognos AG Basel (Hrsg.): Simulation als Instrument der Planung in Wirtschaft und Verwaltung;Haupt-Bibliothek;;;;;YL2;;;Wirtschaftswissenschaften;Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre;Haushaltsaufstellung, -verwaltung und -kontrolle;iffonly;51459330X
Schmähl Winfried;;;Einkommensumverteilung im Rahmen von Einrichtungen der sozialen Sicherung;;;;3.428.03891.6;519-576;Druckerzeugnis;In: Külp-Bernhard- Haas-Heinz-Dieter (Hrsg.): Soziale Probleme der modernen Industriegesellschaft;Haupt-Bibliothek;;Berlin;Duncker & Humblot;1977;YN;;;Wirtschaftswissenschaften;Konjunkturschwankungen, Stabilitätspolitik;;iffonly;514593326
OECD;;;National Account of OECD Countries 1957-1966;;;;-;351;Druckerzeugnis;;Haupt-Bibliothek;AE 111;Paris;Organisation OECD;1968;YJ;;;Wirtschaftswissenschaften;Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material;;iffonly;514564954
