"﻿Hunkeler Urs";"Zur Belastung der Klein- und Mittelbetriebe durch staatliche Regelungen - Untersuchung der administrativen Auflagen in der Schweiz";;261;Druckerzeugnis;"05.12.2003 08:38";"Dissertation der HSG, Nr. 947, 1985";Haupt-Bibliothek;"AK 0461";Bamberg;Difo-Druck;1985;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;;;;bestcase;0102991
"Pozzi Leone";"Trattato di ragioneria pubblica";;104;Druckerzeugnis;08.01.2005;"Appendice per l'anno 1965";Haupt-Bibliothek;"VA 110";Faenza;"Fratelli Lega, Editori Faenza";1965;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";;;;leave;0996390
"Lewis Stephen R., Jr.";"Taxation for Development Principles and Applications";0.19.503052.4;300;Druckerzeugnis;06.09.2004;;Haupt-Bibliothek;"AK 0555";"New York, Oxford";"Oxford University Press";1984;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;;;;replacefromSwissbib;0996391;148865046
"Röpke Jochen";"Zur Stabilität und Evolution marktwirtschaftlicher Systeme aus klassischer Sicht";"3.16.343161.5 3.16.343162.3";124-154;Druckerzeugnis;"05.12.2003 08:38";"In: Streissler Erich/Watrin Christian (Hrsg.): Zur Theorie marktwirtschaftlicher Ordnungen";Haupt-Bibliothek;-;Tübingen;"J. C. B. Mohr (Paul Siebeck)";-;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;;;;leave;0996392
EG-Kommission;"Vorschlag für eine Richtlinie des Rates über die Auftragsvergabe durch Unternehmen im Telekommunikationssektor";92.77.40436.1;42;Druckerzeugnis;"05.12.2003 08:38";"(von der Kommission vorgelegt)";Haupt-Bibliothek;"FB 162";Brüssel;EG;1988;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";"Finanzwirtschaft supranationaler Behörden";;;;leave;0996393
"Jochimsen Reimut/Treuner Peter";"Zentrale Orte in ländlichen Räumen unter besonderer Berücksichtigung der Möglichkeiten der Schaffung zusätzlicher ausserlandwirtschaftlicher Arbeitsplätze";;181;Druckerzeugnis;01.12.2004;"Forschungsbericht erstellt im Auftrag des Bundesministers des Innern";Haupt-Bibliothek;"AJ 118";"Bad Godesburg";"Selbstverlag der Bundesanstalt für Landeskunde und Raumforschung";1967;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;;;;replacefromSwissbib;0996394;298388871
"Kershaw Joseph A.";"The War against Poverty";;9;Druckerzeugnis;20.04.2004;"Highlights of government against poverty";Separata;"AK Sep. 502";"Washington DC";"The Brookings Institution";1970;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;;;;leave;0996395
"Hodgkinson Christopher";"Toward a Philosophy of Administation";0-631-19110-0;222;Druckerzeugnis;"05.12.2003 08:38";;Haupt-Bibliothek;"EA 183";Oxford;"Basil Blackwell";1978;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;;;;leave;0996396
"Bohley Peter/Tolkemitt Georg";"Wirtschaftswissenschaft als Grundlage staatlichen Handelns";3.16.341642.X;574;Druckerzeugnis;"05.12.2003 08:38";"Festschrift zum 65. Geburtstag von Heinz Haller";Haupt-Bibliothek;"AA 277";Tübingen;"J.C.B.Mohr (Paul Siebeck)";1979;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;;;;HSB01duplicate;0996397;0133682
"Henderson William L.";"Urban Economics: Processes and Problems";0.471.37044.4;211;Druckerzeugnis;"05.12.2003 08:38";;Haupt-Bibliothek;"AC 161";"New York";"John Wiley & Sons Inc.";1972;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;;;;leave;0996398
"Solow R.";"Science and Ideology in Economics";"0-8014-9860-0 (paperback) 0-8014-0914-4 (cloth)";67-79;Druckerzeugnis;"05.12.2003 08:38";"In: Amacher-Ryan C- Tollison-Robert D: The Economic Approach to Public Policy";Haupt-Bibliothek;-;London;"Cornell University Press";-;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;;;;leave;0996399
"Breton Albert/Scott Anthony";"The economic constitution of federal states";0.8020.5410.2;156;Druckerzeugnis;"05.12.2003 08:38";;Haupt-Bibliothek;"AK 0424";London;"University of Toronto Press";1978;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;;;;HSB01duplicate;0996400;0200343
"Jacobs Otto H.";"Unternehmensbesteuerung und Rechtsform";"3 406 39391 8";588;Druckerzeugnis;"05.12.2003 08:38";"Handbuch zur Besteuerung deutscher Unternehmen - topaktuell: bereits mit der HGB-Reform und dem Umwandlungssteuererlass - 2. A.";Haupt-Bibliothek;"LD 174";München;"C.H. Beck'sche Verlagsbuchhandlung";1998;;LD;;;"Interkantonales/Internationales Steuerrecht";Deutschland;;;;;replacefromSwissbib;0996401;152764593
"Palumbo Dennis J.";"The Politics of Program Evaluation";"0-8039-2736-3 0-8039-2737-2 (pbk.)";296;Druckerzeugnis;"05.12.2003 08:38";"Reihe: Sage Yearbooks in Politics and Public Policy, Bd. 15";Haupt-Bibliothek;"EG 131";"Newbury Park und andere";"Sage Publications";1987;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;;;;replacefromSwissbib;0996402;267288476
IFA;"The influence of corporate law and accounting principles in determining taxable income";"90 411 0477 1";64;Druckerzeugnis;"05.12.2003 08:38";"Proceedings of a Seminar held in Geneva in 1996 during the 50th Congress of the International Fiscal Association IFA Congress Seminar Series, vol. 21b";Haupt-Bibliothek;"KA 311";"The Hague/London/Boston";"Kluwer Law International";1997;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;;;;bestcase;0155921
IFF;"Weiterbildungsseminar im Steuerrecht für Kaderkräfte - 14.-16.4.1986";-;-;Druckerzeugnis;"05.12.2003 08:38";Seminarunterlagen;Haupt-Bibliothek;"JA 168";St.Gallen;IFF;1986;;JA;;;"Allgemeine Steuerrechtsliteratur";"Allgemeines, Lehrbücher";;;;;leave;0996403
