"Nowak Werner";"Das 'Gemeinnützige Unternehmen' als Instrument der Wohnungspolitik";3.428.02900.3;263;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 214";Berlin;"Duncker & Humlot";1973;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991262;284203238
"Altermatt Bruno";"Landwirtschaftspolitik: Hilfe für die armen Bauern?";3.7190.1040.6;177-206;Druckerzeugnis;"05.12.2003 08:19";"In: Frey René/Leu Robert (Hrsg.): Der Sozialstaat unter der Lupe";Haupt-Bibliothek;-;Basel/Frankfurt;"Helbing & Lichtenhahn";1988;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991265;350114706
"Reich Markus";"Die steuerneutrale Reservenübertragung bei Unternehmensumstrukturierungen - neuere Entwicklung und Tendenzen";"3 7272 9220 2";379-403;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;PK;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besteuerung juristischer Personen, Kapitalgesellschaften";;export;0991266;29668161X
"Laule Gerhard";"Der Gleichheitssatz (Art. 3 Abs. 1 GG) in der Rechtsprechung der Steuergerichte";;133;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JD 105";Düsseldorf;"Institut der Wirtschaftsprüfer GmbH";1961;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;reimport;0991272;284832448
"Boeger W./Ctwrtecka E.";"Das Erschliessungsbeitragsrecht in der Praxis";;330;Druckerzeugnis;10.09.2003;"Überschichten, Rechtsprechung und Erlasse 95 Urteile";Haupt-Bibliothek;"CB 107";Herne/Berlin;"Verlag neue Wirtschafts-Briefe GmbH";1968;;YL7;YL8;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";export;0991275;129910570
"Haller Heinz";"Die Rolle der Staatsfinanzen für den Inflationsprozess";;40;Druckerzeugnis;"05.12.2003 08:19";;Separata;"AG Sep. 73";Zürich;"Wirtschaftwissenschaftliches Institut der Universität Zürich";1974;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991276;269456643
"Höhn Ernst";"Die Bedeutung der Vermögensart (Privatvermögen oder Geschäftsvermögen) im Einkommensteuerrecht";"3 7272 9220 2";205-218;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;PC;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Einkommensteuer allgemein";;export;0991278;272384844
"Hesselbach Walter";"Die gemeinwirtschaftlichen Unternehmen";"3 434 00129 8";189;Druckerzeugnis;"05.12.2003 08:19";"Instrumente gewerkschaftlicher und genossenschaftlicher Struktur- und Wettbewerbspolitik";Haupt-Bibliothek;"EF 141";Frankfurt;"Europäische Verlagsanstalt";1971;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991281;102113262
"Dollinger Franz/Strobl Josef";"Angewandte geographische Informationstechnologie";;198;Druckerzeugnis;"05.12.2003 08:19";"Beiträge zum GIS-Symposium, 5.-7. Juli 1989";Haupt-Bibliothek;"AJ 381";Salzburg;"Institut für Geographie der Universität Salzburg";1989;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991282;528772910
"Bunde Jürgen/Postlep Rolf-Dieter";"Controlling in Kommunalverwaltungen";3-926570-91-1;183;Druckerzeugnis;"05.12.2003 08:19";"Controlling zur Rationalisierung der Kommunalpolitik";Haupt-Bibliothek;"VE 186";Marburg;Metropolis-Verlag;1994;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";reimport;0991284;279246412
"Stöckli Jean-Fritz";"Die EU-Richtlinie über den Elternurlaub als Ergebnis kooperativer Rechtsetzung";"3 7255 3887 5";"S. 607-620";Druckerzeugnis;"05.12.2003 08:19";"In: Baldi, Marino, Baumann, Max & u.a., (Hrsg.): Der Einfluss des europäischen Rechts auf die Schweiz, Festschrift für Professor Roger Zäch zum 60. Geburtstag";Haupt-Bibliothek;-;Zürich;"Schulthess Polygraphischer Verlag";-;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;export;0991285;282525408
"Honsell Heinrich";"Amerikanische Rechtskultur";"3 7255 3887 5";39-56;Druckerzeugnis;"05.12.2003 08:19";"In: Baldi, Marino, Baumann, Max & u.a., (Hrsg.): Der Einfluss des europäischen Rechts auf die Schweiz, Festschrift für Professor Roger Zäch zum 60. Geburtstag";Haupt-Bibliothek;-;Zürich;"Schulthess Polygraphischer Verlag";-;;KC;;;"Ausländisches Steuerrecht";USA;;export;0991288;045855137
Bertelsmann-Stiftung;"Demokratie und Effizienz in der Kommunalverwaltung";3-89204-113-X;169;Druckerzeugnis;"05.12.2003 08:19";"Dokumentationsband zur internationalen Recherche";Haupt-Bibliothek;"EF 191";Gütersloh;Bertelsmann-Stiftung;1993;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991294;345931734
"Püttner Günter";"Die öffentlichen Unternehmen";;386;Druckerzeugnis;"05.12.2003 08:19";"Verfassungsfragen zur wissenschaftlichen Betätigung der öffentlichen Hand";Haupt-Bibliothek;"EF 133";Berlin/Zürich;"Gehlen, Bad Homburg";1969;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991295;265838053
"Lüthy Herbert";"Die Mathematisierung der Sozialwissenschaften";;18;Druckerzeugnis;20.04.2004;"Festrede gehalten unter dem Titel 'Geschichte und Ökonometrie' am Hochschultag der HSG vom 18. Mai 1968";Separata;"AK Sep. 107";;;1968;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991190;078655250
"Schauer Reinbert";"Der kommunale Querverbund aus der Sicht von Theorie und Praxis";3-7890-1737-X;194;Druckerzeugnis;"05.12.2003 08:19";"Reihe: Schriften zur öffentlichen Verwaltung und öffentlichen Wirtschaft, Bd. 107";Haupt-Bibliothek;"EF 176";Baden-Baden;Nomos;1989;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991296;261767593
"Gygi Ulrich";"Instrumente und Wirkungen";-;"S. 40-47";Druckerzeugnis;"05.12.2003 08:19";"In: Villiger-Kaspar- Gygi-Ulrich- u.a.: Der neue Schweizer Finanzausgleich";Haupt-Bibliothek;-;-;-;-;;YL4;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Finanzausgleich;export;0991297;260333530
"Bosshart Jürg";"Die Belastung des Enteigneten mit der Grundstückgewinnsteuer aus steuer- und enteignungsrechtlicher Sicht";"3 7272 9220 2";449-468;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;PO;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Vermögens- und Grundstückgewinnsteuern";;export;0991306;27453455X
"Kaiser Josef";"Auslegungsgrundsätze im Steuerrecht - Zugleich ein Beitrag zur rechtstheoretischen Präzisierung der wirtschaftlichen Betrachtungsweise";;100;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"JD 313";Neuwied/Berlin/Darmstadt;"Hermann Luchterhand Verlag";1960;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;export;0991310;268511594
"Känzig Ernst";"Die steuerrechtliche Behandlung der Veräusserung von Unternehmungen und Unternehmungsanteilen";;87-107;Druckerzeugnis;"05.12.2003 08:19";"In: diverse, (Hrsg.): Festschrift für Irene Blumenstein - Überreicht zum 70. Geburtstag am 23. April 1966";Haupt-Bibliothek;-;Bern;Genossenschaftsbuchdruckerei;-;;PK;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besteuerung juristischer Personen, Kapitalgesellschaften";;export;0991319;103683313
"Huber Hans";"Das interkantonale Doppelbesteuerungsrecht als Richterrecht";;43-64;Druckerzeugnis;"05.12.2003 08:19";"In: diverse, (Hrsg.): Festschrift für Irene Blumenstein - Überreicht zum 70. Geburtstag am 23. April 1966";Haupt-Bibliothek;-;Bern;Genossenschaftsbuchdruckerei;-;;LB;;;"Interkantonales/Internationales Steuerrecht";"Interkantonales Steuerrecht";;export;0991320;103683291
"Benz Gerhard";"Die Liquidation der Reichsschulden durch den Deutschen Bund-dargestellt am Beispiel des Deutschen und des Johanniter-Ordens";;193;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AB 106";Mainz;Offset-Druck;1972;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;export;0991322;177146699
"Mauch Rolf";"Die Entwicklung der Altersvorsorge in der Schweiz in wirtschaftlicher Sicht";;56;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AF 119";Aarau;"Aargauische Handelskammer";1970;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;reimport;0991329;281861552
"Meier Ernst J.";"Die Steuerlast des Schweizers";-;62;Druckerzeugnis;"02.03.2004 14:56";"Eine Betrachtung zur Finanzreform des Bundes";Haupt-Bibliothek;"TA 121";"Affoltern a. A.";"Aehren Verlag";-;;TA;;;"Finanz- und Steuerpolitik (Finanzreform)";Bund;;export;0991330;127420959
"LaPatra Jack W.";"Applying the Systems Approach to Urban Development";0.87933.042.2;296;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 244";StrStroudsburg;"Dowden Hutchinson, Ross, Inc.";1973;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;reimport;0991333;51592606X
"Häusel Urs";"Drei Basler Infrastrukturobjekte: Beutet das Zentrum sein Umland aus?";3.7190.1040.6;325-350;Druckerzeugnis;"05.12.2003 08:19";"In: Frey René/Leu Robert (Hrsg.): Der Sozialstaat unter der Lupe";Haupt-Bibliothek;-;Basel/Frankfurt;"Helbing & Lichtenhahn";1988;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991345;350206074
"Brunsbach Stefan/Endres Dieter/Lüdicke Jürgen/Schnitger Arne";"Deutsche Abkommenspolitik - Trends und Entwicklungen 2011/2012";-;148;Druckerzeugnis;"19.12.2012 17:15";"IFSt-Schrift 480";Haupt-Bibliothek;-;-;-;-;;LD;;;"Interkantonales/Internationales Steuerrecht";Deutschland;;export;0991347;529014394
"Zavelberg Heinz Günter";"Bundesrechnungshof 1992/1993";-;219;Druckerzeugnis;"05.12.2003 08:19";"Jahresbericht der Bundesrepublik Deutschland";Haupt-Bibliothek;"VE 178";"Frankfurt a/Main";Bundesrechnungshof;1993;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991351;075101343
EG-Kommission;"Die Europäische Gemeinschaft und ihre Regionen";92.825.5585.2;57;Druckerzeugnis;"05.12.2003 08:19";"10 Jahre Regionalpolitik der Gemeinschaft und Europäischer Fonds für regionale Entwicklung (EFRE)";Haupt-Bibliothek;"FA 101";Luxemburg;EG;1985;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";"Finanzwirtschaft supranationaler Behörden";reimport;0991353;515922706
"Gygi Fritz";"Die Berücksichtigung der Grundstückgewinnsteuer bei der Bemessung der Enteignungsentschädigung";;"Sep 23";Druckerzeugnis;"05.12.2003 08:19";"In: diverse, (Hrsg.): Festschrift für Irene Blumenstein - Überreicht zum 70. Geburtstag am 23. April 1966";Haupt-Bibliothek;-;Bern;Genossenschaftsbuchdruckerei;-;;PO;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Vermögens- und Grundstückgewinnsteuern";;export;0991354;103683275
OECD;"Bildung Kompakt";92-64-54405-4;371;Druckerzeugnis;"05.12.2003 08:19";OECD-Indikatoren;Haupt-Bibliothek;"EJ 148";Paris;OECD;1995;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991357;124948510
"Jenssen Jens";"Die Finanzierung von Investitionen aus Abschreibungen in einer gleichgewichtigen Wirtschaft";;240;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Georg-August-Universität, Göttingen 1973";Haupt-Bibliothek;"AG 226";;Offsetdruck;1973;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;reimport;0991358;515922986
"Lohr Armin";"Der internationale Auskunftsverkehr im Steuerverfahren";3-7007-0354-6;114;Druckerzeugnis;"05.12.2003 08:19";"Aktuelle Beiträge zum österreichischen Abgabenrecht, Heft 20";Haupt-Bibliothek;"LP 107";Wien;"Wirtschaftsverlag Dr. Anton Orac";1993;;LP;;;"Interkantonales/Internationales Steuerrecht";Oesterreich;;reimport;0991362;260418145
"Statistisches Bureau des Kantons Bern";"Aufgaben der Finanzkontrolle";;30;Druckerzeugnis;"05.12.2003 08:19";;Separata;"VE Sep. 04";Bern;"Statistisches Bureau des Kanton Bern";1969;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991363;115749039
"Frey Bruno S.";"Democratic Economic Policy";0.85520.547.4;286;Druckerzeugnis;"05.12.2003 08:19";"A Theoretical Introduction";Haupt-Bibliothek;"AK 1107";Oxford;"Martin Robertson";1983;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991364;279927460
"Sommer Jürg H.";"Das Ringen um soziale Sicherheit in der Schweiz";3.7253.0067.4;749;Druckerzeugnis;"05.12.2003 08:19";"Eine politisch-ökonomische Analyse der Ursprünge, Eintwicklungen und Perspektiven sozialer Sicherung im Widerstreit zwischen Gruppeninteressen und volkswirtschaftlicher Tragbarkeit";Haupt-Bibliothek;"AF 159";Diessenhofen;"Verlag Rüegger";1978;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991365;269326189
"Frossard Gabriel";"Bibliographie des schweizerischen Rechts 1998/1999";3-7190-1954-3;410;Druckerzeugnis;"05.12.2003 08:19";"Herausgegeben mit Unterstützung des Schweizerischen Juristenvereins- in Zusammenarbeit mit Marianne von Senger und Louis-Daniel Perret";Haupt-Bibliothek;"JB 143 1";"Basel / Genf / München";"Helbing & Lichtenhahn";2000;;JB;;;"Allgemeine Steuerrechtsliteratur";"Festschriften, Sammelwerke, Bibliographien";;export;0991384;352259388
OECD;"Country Profiles of Civil Service Training Systems";;244;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"EH 142";Paris;OECD;1997;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991393;42030049X
"Weinsheimer Willi";"Die Auslegung gegen den Wortlaut im Steuerrecht";;94;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JD 317";Düsseldorf;"Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer GmbH";1958;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;export;0991394;075995654
"Ehlermann Claus-Dieter";"Der Europäische Rechnungshof";3.7890.0220.8;67;Druckerzeugnis;10.09.2003;"Haushaltskontrolle in der Gemeinschaft";Haupt-Bibliothek;"FB 136";Baden-Baden;"Nomos Verlagsgesellschaft";1976;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";"Finanzwirtschaft supranationaler Behörden";export;0991395;282576401
"Rudolf Fritz Markus";"Die Schweizer Banken im Dienst der staatlichen Konjunkturpolitik";;172;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Handels-Hochschule St. Gallen, Nr. 123";Haupt-Bibliothek;"AG 108";Winterthur;"P. G. Keller";1958;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991398;270165835
"du Toit Charl P.";"Beneficial Ownership of Royalties in Bilateral Tax Treaties";90-76078-30-0;280;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"LC 0184";Amsterdam;"IBFD Publications BV";1999;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;export;0991400;156002264
"Feurer P.";"Der Euromarkt-seine Risiken und seine Rückwirkungen auf die schweizerische Wirtschaft";;"S. 10 ff";Druckerzeugnis;06.09.2004;"Referat gehalten an der GV des Schweiz. Bankvereins, Bulletin Nr. 1, 1970";Separata;"AK Sep. 324";Basel;"Schweizerischer Bankverein";1970;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;reimport;0991406;515922684
"Wilk Stefan";"Die einkommensteuerrechtliche Behandlung von Auslandsverlusten";3-428-10040-9;282;Druckerzeugnis;05.12.2003;"Eine systematisch-methodische, verfassungs- und europarechtliche Untersuchung";Haupt-Bibliothek;"KB 163";Berlin;"Duncker & Humblot";2000;;KB;;;"Ausländisches Steuerrecht";Deutschland;;reimport;0991420;281395217
"Mahari Julian I.";"Codes of Conduct für Multinationale Unternehmen";;868;Druckerzeugnis;06.09.2004;"Dissertation der HSG, Nr. 942, 1985";Haupt-Bibliothek;"AK 0348";Zürich;"Schulthess Polygraphischer Verlag";1985;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;export;0991421;328866997
"Kofler Georg W.";"Die steuerliche Abschirmwirkung ausländischer Finanzierungsgesellschaften";3-7073-0394-2;522;Druckerzeugnis;"05.12.2003 08:19";"und ihre Durchbrechung aus österreichischer Sicht - Schriftenreihe zum Internationalen Steuerrecht, Bd. 23";Haupt-Bibliothek;"LC 6142";Wien;"Linde Verlag";2002;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;export;0991424;324111150
"Ebner Fritz";"Die gesamtwirtschaftliche Förderung von Berggebieten";;10;Druckerzeugnis;"05.12.2003 08:19";;Separata;"AG Sep. 67";Zürich;"Gesellschaft zur Förderung der schweiz. Wirtschaft";1973;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991427;17153588X
"Stapelfeldt Gerhard";"Das Problem des Anfangs in der Kritik der Politischen Ökonomie";3.593.32471.7;351;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AK 1075";Frankfurt;"Campus Verlag";1979;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991436;267780486
EG-Kommission;"Bericht der Kommission an den Rat über die Aussichten für eine Angleichung der Steuersysteme in der Gemeinschaft";"92 825 1941 4";82;Druckerzeugnis;"05.12.2003 08:19";"verabschiedet am 26. März 1980";Haupt-Bibliothek;"KA 127";Luxembourg;"Amt für amtliche Veröffentlichungen der Europäischen Gemeinschaften";1980;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;reimport;0991438;51593061X
"Schönle Herbert";"Die Deliktshaftung des Verkäufers wegen 'Mängel der Kaufsache'";-;S.379-406;Druckerzeugnis;"05.12.2003 08:19";"In: Dufour, Alfred, u.a. , (Hrsg.): Mélanges en l'honneur du Professeur Bruno Schmidlin";Haupt-Bibliothek;-;-;-;-;;WC;;;"Uebrige Literatur";Privatrecht;;export;0991442;480682364
"Bürgisser-Peters Petra";"Staatliche Altersvorsorge: Solidarität in jeder Hinsicht?";3.7190.1040.6;207-234;Druckerzeugnis;"05.12.2003 08:19";"In: Frey René/Leu Robert (Hrsg.): Der Sozialstaat unter der Lupe";Haupt-Bibliothek;-;Basel/Frankfurt;"Helbing & Lichtenhahn";1988;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991443;350144494
"Eppler Rudolf";"Das Problem der Steuerinzidenz bei den Gewinnsteuern";;145;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CA 112";Freiburg;"Universitätsverlag Freiburg";1965;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";export;0991446;267778430
"Künne Thomas";"Die effektive Steuerbelastung von Investitionen auf dem europäischen Binnenmarkt";3-89161-717-8;318;Druckerzeugnis;"05.12.2003 08:19";"Rechtsvergleich und Methodik einer Steuerwirkungsanalyse, dargestellt am Beispiel der Mitgliedstaaten Deutschland, Frankreich, Grossbritannien und den Niederlanden Schriften zum Steuer-, Rechnungs- und Prüfungswesen, Bd. 17";Haupt-Bibliothek;"TD 212";Hamburg;"S + W Steuer- und Wirtschaftsverlag";1997;;TD;;;"Finanz- und Steuerpolitik (Finanzreform)";Ausland;;reimport;0991448;515922129
"Pichot Alain";"Comptabilité Nationale et Planification";;271;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AE 132";Paris;Cujas;1968;;YJ;;;Wirtschaftswissenschaften;"Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material";;export;0991454;427480981
OCDE;"Aspects théoriques et empiriques de l'imposition des sociétés";;82;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CA 179";Paris;OCDE;1974;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";export;0991455;265182484
"OBT Treuhand";"20 Steuer-Stolpersteine";;59;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"JE 104";St.Gallen;"OBT Treuhand AG";1987;;JE;;;"Allgemeine Steuerrechtsliteratur";Varia;;export;0991456;071914269
"Erdmann J./Hetzler H. W./Klages H.";"Aktuelle Probleme der planenden Verwaltung";3-455-01856-1;113;Druckerzeugnis;"05.12.2003 08:19";"Zur Analyse und Planung gesellschaftlicher Verändrungen";Haupt-Bibliothek;"EA 179";Meisenheim;"Anton Hain";1978;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991466;127792031
"Winkler Ernst-Günter";"Aufgaben und Grenzen der gemeindlichen Kreditnahme";;113;Druckerzeugnis;"05.12.2003 08:19";"Ein Beitrag zur Frage der grundsätzlichen Unterschiede zwischen staatlicher und gemeindlicher Verschuldung";Haupt-Bibliothek;"DB 102";Berlin-München;Duncker&Humblot;1961;;YL2;YL7;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";reimport;0991470;267027400
"Steeb Günther";"Die Folgekosten kommunaler Siedlungen und ihre Finanzierung";;187;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 207";Stuttgart/Köln;"W. Kohlhammer";1965;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;reimport;0991473;515923141
"Dällenbach Jean-François/Fiala Eduard/Hagemann Susanne";"Die Dienstleistungsfunktion der Hochschulen: Eine Entdeckungsreise";"Form 320.301d 1.87 A36093";325;Druckerzeugnis;01.12.2004;;Haupt-Bibliothek;"EF 174";Bern;EDMZ;1986;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991476;20698202X
"Maass Jürgen";"Die Flexibilität der Staatsausgaben";3-531-02305-5;256;Druckerzeugnis;"05.12.2003 08:19";"Ein Beitrag zur Theorie der öffentlichen Ausgabenpolitik - Forschungsberichte des Landes Nordrhein-Westfalen Nr. 2305";Haupt-Bibliothek;"BF 112 2";Opladen;"Westdeutscher Verlag";1973;;BF;YL2;;;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991195;28329518X
"Studer Hans/Ernst Mario";"Das Konzept des Budgetgleichgewichts bei Vollbeschäftigung";;47;Druckerzeugnis;06.12.2004;"Zur stabilisierungspolitischen Konzentration der Expertengruppe 'Wirtschaftslage'";Separata;"AG Sep. 75";"St. Gallen";Kantonalbank;1980;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991482;261870548
"Aschinger Franz";"Die Problematik flexibler Wechselkurse. Die Spielarten der Inflation";;"S. 17 ff S. 19 ff";Druckerzeugnis;30.10.2003;;Separata;"AK Sep. 319";Basel;"Schweizerischer Bankverein";1969;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;export;0991487;083016368
"Gassner Wolfgang/Lang Michael/Lechner Eduard";"Aktuelle Entwicklungen im Internationalen Steuerrecht";3-85122-421-3;280;Druckerzeugnis;"05.12.2003 08:19";"Das neue Musterabkommen der OECD";"HB Steuerrecht";"LC 0228 2";Wien;"Linde Verlag";1994;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;reimport;0991491;280294689
"Bourgeois Jacques H.J./Johannes Hartmut.";"Blitz und Donner aus Brüssel";"3 7255 3887 5";"S. 227-240";Druckerzeugnis;"05.12.2003 08:19";"In: Baldi, Marino, Baumann, Max & u.a., (Hrsg.): Der Einfluss des europäischen Rechts auf die Schweiz, Festschrift für Professor Roger Zäch zum 60. Geburtstag";Haupt-Bibliothek;-;Zürich;"Schulthess Polygraphischer Verlag";-;;JB;;;"Allgemeine Steuerrechtsliteratur";"Festschriften, Sammelwerke, Bibliographien";;reimport;0991501;514786825
"Conférence des Autorités cantonales de surveillance des finances communales";"50 Ans 1945-1995 Plaquette du Jubilé";;74;Druckerzeugnis;10.09.2003;"50 ans de la Conférence des Autorités cantonales de surveillance des finances communales";Separata;"EC Sep. 00";;;1995;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";"Finanzwirtschaft untergeordneter Gebietskörperschaften";export;0991502;43370750X
