"Schön Wolfgang";"Die Auslegung europäischen Steuerrechts - Das harmonisierte Steuerrecht zwischen nationalem Zivilrecht und europäischem Gemeinschaftsrecht";"3 504 64219 X";75;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JD 341";Köln;"Verlag Dr.Otto Schmidt";1993;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;"hsg duplicate";0991303;0068330
"Walter Philip";"Die steuerliche Gewinnberichtigung bei den Partnerwerken der Elektrizitätswirtschaft nach Art. 58 Abs. 3 DGB";"3 258 05417 7";304;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"PN 107";Bern/Stuttgart/Wien;"Paul Haupt";1996;;PN;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besondere Arten von juristischen Personen";;"hsg duplicate";0991304;0139119
"Bühlmann Andreas";"Die Bedeutung der stillen Reserven nach dem revidierten Aktienrecht";"3 908567 48 3";266;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"WC 227";Winterthur;"Hans Schellenberg";1996;;WC;;;"Uebrige Literatur";Privatrecht;;"hsg duplicate";0991308;0139372
"Mutze Otto";"Das Zivilrecht in der Steuer- und Wirtschaftspraxis";;366;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JD 319";Köln;"Verlag Dr.Otto Schmidt KG";1962;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;"hsg duplicate";0991313;0110514
"Merz Alfred";"Die Bedeutung der öffentlichen Verschuldung für die Volkswirtschaft";;119;Druckerzeugnis;"05.12.2003 08:19";"Inaugural-Dissertation der Universität Bern, 1942";Haupt-Bibliothek;"DA 102";Bern;"Buckdruckerei Gustav Grunau & Cie.";1942;;YL2;YL7;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991315;0346979
"Tullock Gordon";Autocracy;90.247.3398.7;215;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AK 1186";Dordrecht;"Kluwer Academic Publishers";1987;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991316;0008062
"Muscheid Jutta";"Die Steuerpolitik in der Bundesrepublik Deutschland 1949 - 1982";"3 428 06004 0";202;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"KB 127";Berlin;"Duncker & Humblot";1986;;KB;;;"Ausländisches Steuerrecht";Deutschland;;"hsg duplicate";0991317;0345728
"Reuter Till";"Besteuerung von Konzernen zwischen Einheitskonzept und Trennungskonzept";-;300;Druckerzeugnis;"05.12.2003 08:19";"Vorschläge zur sachgerechten Besteuerung von internationalen Konzernen - Dissertation Nr. 2257 Uni SG";Haupt-Bibliothek;"PN 244";Bamberg;"Difo-Druck OHG";1999;;PN;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besondere Arten von juristischen Personen";;"hsg duplicate";0991318;0205235
"Matzner Egon";"Der Wohlfahrtsstaat von morgen";3.593.33065.2;376;Druckerzeugnis;"05.12.2003 08:19";"Entwurf eines zeitgemässen Musters staatlicher Interventionen, Schriften des Wissenschaftszentrums Berlin, Internat. Institut für Management und Verwaltung/Arbeitsmarktpolitik";Haupt-Bibliothek;"AK 1071";Frankfurt;"Campus Verlag";1982;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991324;0340851
"Winter André";"Die Entwicklung der Finanzplanung des Bundes";;184;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Uni Zürich";Haupt-Bibliothek;"VC 181";Diessenhofen;Rüegger;1978;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";"hsg duplicate";0991326;0204692
OECD;"Competition Policy in OECD Countries 1991-1992";;429;Druckerzeugnis;06.09.2004;;Haupt-Bibliothek;"AK 0471";Paris;OECD;1994;;YR;;;Wirtschaftswissenschaften;"Gewerbepolitik. Einzelne Wirtschaftszweige";;"hsg duplicate";0991327;0007461
"Oechsle Klaus";"Die steuerlichen Grundrechte in der jüngeren deutschen Verfassungsgeschichte";"3 428 07814 4";203;Druckerzeugnis;05.12.2003;"Zugleich eine Untersuchung über das historische Verhältnis von Steuerverfassungsrecht und Finanzwissenschaft";Haupt-Bibliothek;"KB 137";Berlin;"Duncker & Humblot";1993;;KB;;;"Ausländisches Steuerrecht";Deutschland;;"hsg duplicate";0991334;0063772
"Keller Beat";"Bauzone und Siedlungsgebiet";3.907086.51.1;119;Druckerzeugnis;"05.12.2003 08:19";"Vorschläge zur Revision des Raumplanungsgesetzes";Haupt-Bibliothek;"AJ 366";Liebefeld-Bern;"Nationales Forschungsprogramm";1990;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991337;0030121
"Eidg. Kommission für die Gesamtenergiekonzeption (GEK)";"Das schweizerische Energiekonzept.  Heutiger Zustand-Perspektiven-Ziele-Postulate-Massnahmen";;744;Druckerzeugnis;"05.12.2003 08:19";"Schlussbericht Band I";Haupt-Bibliothek;"AG 280 I";Bern;"Eidg. Drucksachen- und Materialzentrale";1978;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991643;0357166
"Guldimann Tim";"Die Grenzen des Wohlfahrtsstaates";3.406.04945.1;173;Druckerzeugnis;"05.12.2003 08:19";"Am Beispiel Schwedens und der Bundesrepublik";Haupt-Bibliothek;"AF 149";München;"Verlag C.H. Beck";1976;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;"hsg duplicate";0991346;0348086
"Christen Daniel V.";"Anlagen in Venture Capital-Fonds";;205;Druckerzeugnis;"05.12.2003 08:19";"Dissertation Nr. 1262 der HSG";Haupt-Bibliothek;"WA 266";Bern;"Paul Haupt";1991;;YP;;;Wirtschaftswissenschaften;"Allgemeine Betriebswirtschaftslehre";;"hsg duplicate";0991350;0040123
"Fischer Georges";"Der Wohlstand der Kantone - Bd. 1";3.258.02926.1;137;Druckerzeugnis;"05.12.2003 08:19";"Band I Grundlagen und Ergebnisse kantonaler Volkseinkommensrechnungen für 1975";Haupt-Bibliothek;"AK 1038 1";Bern;"Paul Haupt";1980;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0353419;0204459;"Bd. 1";"Band I Grundlagen und Ergebnisse kantonaler Volkseinkommensrechnungen für 1975"
"Mielke Bernd";"Die Kosten überörtlicher Funktionen in Grossstädten";3.428.04428.2;175;Druckerzeugnis;"05.12.2003 08:19";"mit einer Fallstudie am Beispiel Hamburgs";Haupt-Bibliothek;"AC 223";Berlin;"Duncker & Humblot";1979;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991359;0346810
"Schmölders Günter/Schelle Klaus";"Der manipulierte Steuerzahler Vom Missbrauch der Besteuerung zu finanzfremden Zwecken";;77;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CE 113";Wiesbaden;"Karl-Bräuer-Institut des Bundes der Steuerzahler";1978;;YL7;YL8;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";"hsg duplicate";0991361;0126465
"Allgemeine Treuhand AG";"Beiträge aus der Treuhandpraxis";-;330;Druckerzeugnis;"05.12.2003 08:19";"Festgabe der Allgemeinen Treuhand AG zum 60. Geburtstag ihres Verwaltungsratspräsidenten Hans Müller, Bern, 20. April 1960";Haupt-Bibliothek;"JB 120";Bern;"Stämpfli und Cie";1961;;WD;;;"Uebrige Literatur";"Diverse Gebiete, Umweltschutz";;"hsg duplicate";0991367;0262488
"Borner Silvio";"Die Überbeschäftigung Ansätze zu einer theoretischen Klärung";;383;Druckerzeugnis;31.03.2004;"Dissertation der HSG, Nr. 320, 1969";Haupt-Bibliothek;"AK 0129";"Zürich/St. Gallen";"Polygraphischer Verlag";1969;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991368;0025663
"Fichtelmann Helmar";"Die GmbH & Co KG im Steuerrecht";3-8114-9498-8;220;Druckerzeugnis;"05.12.2003 08:19";"8. A.";Haupt-Bibliothek;"KB 154";Heidelberg;"C. F. Müller Verlag";1999;;KB;;;"Ausländisches Steuerrecht";Deutschland;;"hsg duplicate";0991370;0173472
"Giroud Charles/Purtschert Robert/Schwarz Peter";"Das Freiburger Management-Modell für Nonprofit-Organisationen (NPO)";3-258--05110-0;166;Druckerzeugnis;01.12.2004;;Haupt-Bibliothek;"EF 208";"Bern, Stuttgart, Wien";"Paul Haupt";1995;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991371;0081355
"Cooper George";"A Voluntary Tax? New Perspectives on Sophisticated Estate Tax Avoidance";0.8157.1552.8;111;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CE 110";Washington;"The Brookings Institution";1979;;YL7;YL8;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";"hsg duplicate";0991375;0361114
"Husy Thomas";"Die eigenen Mittel der schweizerischen Banken";;130;Druckerzeugnis;06.09.2004;"Dissertation der HSG, Nr. 4, 1946";Haupt-Bibliothek;"AK 0213";"St. Gallen";"Verlag der Fehr'schen Buchhandlung";1946;;YK;;;Wirtschaftswissenschaften;"Geld, Kredit- und Bankwesen. Bankbetriebslehre";;"hsg duplicate";0991377;0135551
"Bundesamt für Statistik";"Bildungsindikatoren Schweiz";3.303.15112.1;"129 + Anhang";Druckerzeugnis;"05.12.2003 08:19";"Bildungssystem(e) Schweiz im Wandel";Haupt-Bibliothek;"EJ 159";Bern;"Bundesamt für Statistik";1995;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991382;0097423
"Binswanger Hans-Christoph";"Die europäische Wirtschaftsintegration durch partielle Unionen mit besonderer Berücksichtigung der Kohle- und Stahlindustrie";;191;Druckerzeugnis;06.09.2004;"Dissertation der Universität Zürich, 1957";Haupt-Bibliothek;"AK 0302";Winterthur;"Verlag P. G. Keller";1957;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;"hsg duplicate";0991383;0167285
"Weck-Hannemann Hannelore/Pommerehne Werner W./Frey Bruno S.";"Die heimliche Wirtschaft";3.258.03541.5;100;Druckerzeugnis;06.12.2004;"Struktur und Entwicklung der Schattenwirtschaft in der Schweiz";Haupt-Bibliothek;"AG 381";Bern;"Paul Haupt";1986;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991386;0202012
"Wirz André Serge";"Die Quasifusion von Aktiengesellschaften im schweizerischen Steuerrecht";;264;Druckerzeugnis;"05.12.2003 08:19";"Diss. Nr. 2084 der HSG";"HB Steuerrecht";"PL 228";Hallstadt;Rosch-Buch;1997;;PL;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Gewinnsteuer der Kapitalgesellschaften";;"hsg duplicate";0991390;0153725
"Hutter Michael";"Die Gestaltung von Property Rights als Mittel gesellschaftlich-wirtschaftlicher Allokation";3-525-12305-1;227;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AC 217";Göttingen;"Vandenhoeck & Ruprecht";1979;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991399;0197850
"Friedrich-Wilhelm Behmenburg";"Die langfristige Investitionsplanung der Gemeinden";;97;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"EC 107";Düsseldorf;"Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer GmbH";1962;;YL3;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";"Finanzwirtschaft untergeordneter Gebietskörperschaften";"hsg duplicate";0991401;0359398
"Cnossen Sijbren";"Comparative Tax Studies";0444.86421.0;430;Druckerzeugnis;"05.12.2003 08:19";"Essays in honor of Richard Goode";Haupt-Bibliothek;"CA 230";Amsterdam;North-Holland;1983;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";"hsg duplicate";0991404;0348264
"Petry Günther/Wied-Nebbeling Susanne";"Die gesamtwirtschaftliche Bedeutung der Schattenwirtschaft";3.593.33841.6;156;Druckerzeugnis;01.12.2004;;Haupt-Bibliothek;"AK 1193";Frankfurt;"Campus Verlag";1987;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991405;0004163
"Ballard Charles L./Fullerton Don/Shoven John B.";"A General Equilibrium Model for Tax Policy Evaluation";0.226.03632.4;243;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CA 237";"Chicago and London";"University of Chicago Press";1985;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";"hsg duplicate";0991408;0345747
"Diem Markus";"Die Beschäftigungssituation der Neuabsolventinnen und Neuabsolventen der Schweizer Hochschulen 1991";;138;Druckerzeugnis;"05.12.2003 08:19";"Reihe: Wissenschaftspolitik, Beiheft 56";Haupt-Bibliothek;"EJ 122";Bern;EDMZ;1992;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991410;0726493
"Expertengruppe Bundesrat";"Allgemeine Überprüfung der Bundessubventionen - Teil 1";;125;Druckerzeugnis;"05.12.2003 08:19";"Bericht der vom Bundesrat eingesetzten Expertengruppe";Haupt-Bibliothek;"BC 204 1";Bern;;1966;;YL7;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991414;0356909;"Teil 1";"Bericht der vom Bundesrat eingesetzten Expertengruppe"
"Kösters Rudolf";"Die Regulierung externer Effekte";3.16.341801.5;205;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AC 221";Tübingen;"J.C.B.Mohr (Paul Siebeck)";1979;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991415;0361043
"Haegert Lutz";"Der Einfluss der Steuern auf das optimale Investitions- und Finanzierungsprogramm";3.409.3421.3;215;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CA 151";Wiesbaden;"Betriebswirtschaftlicher Verlag Th. Gabler";1971;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";"hsg duplicate";0991416;0258884
"Baumeler Joseph";"Die Neuordnung von Wasserkraftnutzungen Wirtschaftliche und ordnungspolitische Fragen";3.7253.0288.X;502;Druckerzeugnis;"05.12.2003 08:19";"Dissertation HSG, Nr. 991";Haupt-Bibliothek;"AJ 338";Grüsch;Rüegger;1987;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991417;0027939
"Hedtkamp Günter";"Das sowjetische Finanzsystem";3.428.03057.5;205;Druckerzeugnis;"05.12.2003 08:19";"Giessener Abhandlungen zur Agrar- und Wirtschaftsforschung des europäischen Ostens";Haupt-Bibliothek;"AA 241";Berlin;"Duncker & Humblot";1974;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;"hsg duplicate";0991422;0362934
"Naegeli Wolfgang/Wenger Heinz";"Der Liegenschaftenschätzer";"3 7255 3580 9";307;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"PJ 314";Zürich;"Schulthess Polygraphischer Verlag";1997;;PJ;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";Vermögensteuer;;"hsg duplicate";0991428;0135931
"Häussermann Hartmut";"Die Politik der Bürokratie";3-593-32531-4;126;Druckerzeugnis;"05.12.2003 08:19";"Einführung in die Soziologie der staatlichen Verwaltung";Haupt-Bibliothek;"EA 155";Frankfurt/Main;"Campus Verlag GmbH";1977;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991429;0106047
"Lichy Wolfgang";"Besteuerung und Innenfinanzierung Finanzierungseffekte der betrieblichen Steuerpolitik";;162;Druckerzeugnis;"03.03.2004 10:23";"Dissertation der Uni Berlin";Haupt-Bibliothek;"PL 502";Berlin;"Walter de Gruyter & Co.";1967;;PL;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Gewinnsteuer der Kapitalgesellschaften";;"hsg duplicate";0991430;0243393
"Olivet Peter";"Die Organisation der Organisation der öffentlichen Verwaltung in der Bundesrepublik Deutschland";3-428-04138-0;261;Druckerzeugnis;"05.12.2003 08:19";"Aufbau und Arbeitsweise der zentralen Organisationsstellen in der öffentlichen Verwaltung der Bundesrepublik Deutschland";Haupt-Bibliothek;"EA 159";Berlin;"Duncker & Humblot";1978;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991431;0100223
"Andersen Uwe/Bahro Horst/u.a.";"Der Staat in der Wirtschaft der Bundesrepublik";3.8100.0384.0;531;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AG 374";Opladen;"Leske Verlag + Budrich GmbH";1985;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991432;0201744
"Stauffer Hans-Ulrich";"Die berufliche Vorsorge BVG / FZG / ZGB / OR";"3 7255 3514 0";231;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"WB 237";Zürich;"Schulthess Polygraphischer Verlag";1996;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;"hsg duplicate";0991434;0119766
"Toffler Alvin";"Die Grenzen der Krise";;152;Druckerzeugnis;"05.12.2003 08:19";"Warum geraten die Welt und unsere Wirtschaft ausser Kontrolle? Alle reden von Krise. Hier lernen wir sie verstehen.";Haupt-Bibliothek;"AG 250";;Scherz;1975;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991435;0199297
"Musgrave Richard A./Musgrave Peggy B./Kullmer Lore";"Die öffentlichen Finanzen in Theorie und Praxis - Bd. 1";3-16-845554-7;274;Druckerzeugnis;"05.12.2003 08:19";"5. A.";Haupt-Bibliothek;"AA 247 1";Tübingen;"J.C.B.Mohr (Paul Siebeck)";1990;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;"hsg duplicate";0991440;0061544;"Bd. 1";"5 A"
"Michel P.";"Die öffentlichen und privaten Turn--Spiel- und Sportanlagen in der Region Bern";;35;Druckerzeugnis;"05.12.2003 08:19";;Separata;"AJ Sep. 23";Bern;"Regionalforschungsstelle der Stadt Bern";1966;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991441;0443987
"Musgrave Richard A.";"Classics in the Theory of Public Finance";;247;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AA 134";"New York";"Macmillan, St.Martin's Press";1967;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;"hsg duplicate";0991445;0779928
"Rondorf Dieter";"Die Bewertung öffentlicher Leistungen durch die Bürger";3.8204.5652.X;215;Druckerzeugnis;"05.12.2003 08:19";"Ihre Bedeutung für die Effizienz des staatlichen Sektors und Ansätze zu ihrer Messung";Haupt-Bibliothek;"AC 277";Frankfurt;"Peter Lang";1985;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991452;0345686
"Giger Markus";"Die Regionalisierung des öffentlichen Verkehrs";;195;Druckerzeugnis;"05.12.2003 08:19";"Dissertation HSG, Nr. 1240";Haupt-Bibliothek;"AJ 359";Bern;"Paul Haupt";1991;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991458;0034822
"Blümel Wolfgang";"Die Allokation öffentlicher Güter in unterschiedlichen Allokationsverfahren";3.428.06140.3;142;Druckerzeugnis;"05.12.2003 08:19";"Eine vergleichende theoretische Untersuchung";Haupt-Bibliothek;"BA 138";Berlin;"Duncker & Humblot";1987;;YL1;YL2;YL7;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Allgemeines-	Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991459;0002244
"Kneschaurek Francesco";"Der schweizerische Konjunkturverlauf und seine Bestimmungsfaktoren";;1952;Druckerzeugnis;"05.12.2003 08:19";"Dargestellt auf Grund der Periode 1929 bis 1939";Haupt-Bibliothek;"AG 103";"Zürich und St. Gallen";"Polygraphischer Verlag";1952;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991461;0135917
"Gutting Bernd";"Der Einfluss der Besteuerung auf die Entwicklung der Wohnungs- und Baulandmärkte";3.8204.9506.1;298;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 336";Frankfurt;"Peter Lang";1986;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991465;0204778
"Lips Ferdinand";"Das Buch der Geldanlage";3.430.161193;238;Druckerzeugnis;10.12.2004;"Wie Vermögen erworben, erhalen, vermehrt und verloren wurden";Haupt-Bibliothek;"AH 188";Düsseldorf;"Econ Verlag";1981;;YV;;;Wirtschaftswissenschaften;"Arbeitnehmerfragen (Labor Economics)";;"hsg duplicate";0991467;0289191
"Weissen Beat";"Der Konjunkturartikel der Bundesverfassung und die öffentlichen Finanzen";"3 261 03070 4";287;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JD 127";Bern/Frankfurt;"Peter Lang";1982;;JD;;;"Allgemeine Steuerrechtsliteratur";"Grundsätze der Rechtsanwendung";;"hsg duplicate";0991469;0093201
"Kaiser Wolfgang A.";"Ausgewählte Indikatoren der Geld- und Fiskalpolitik";3.8204.6502.2;394;Druckerzeugnis;"05.12.2003 08:19";"Eine vergleichende theoretische und empirische Analyse für die Bundesrepublik Deutschland";Haupt-Bibliothek;"AC 215";Frankfurt;"Peter Lang";1979;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991474;0291287
"Rühl Frank";"Die kleinen und mittleren Unternehmungen vor dem Problem der technischen Innovation";;37;Druckerzeugnis;20.04.2004;"Praktische Hinweise über Information, Forschung und Entwicklung";Separata;"WA Sep. 01";Zürich;"Vorort des Schweizerischen Handels- und Industrievereins";1981;;YP;;;Wirtschaftswissenschaften;"Allgemeine Betriebswirtschaftslehre";;"hsg duplicate";0991477;0262029
"Derlien Hans-Ulrich";"Die Erfolgskontrolle staatlicher Planung";3-7890-0208-9;192;Druckerzeugnis;"05.12.2003 08:19";"Eine empirische Untersuchung über Organisation, Methode und Politik der Programmevaluation";Haupt-Bibliothek;"EA 147";Baden-Baden;Nomos;1976;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991479;0365110
"Mayntz Renate";"Bürokratische Organisation";;436;Druckerzeugnis;"05.12.2003 08:19";Soziologie;Haupt-Bibliothek;"EA 109";Köln;"Kiepenheuer & Witsch";1968;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991483;0317288
"Ohr Renate";"Budgetpolitik in offenen Volkswirtschaften";3.428.06254.X;175;Druckerzeugnis;"05.12.2003 08:19";"Eine modelltheoretische Analyse ihrer binnen- und aussenwirtschaftlichen Wirkungen";Haupt-Bibliothek;"DA 161";Berlin;"Duncker & Humblot";1987;;YL2;YL7;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991486;0003766
"Hesse Kurt";"Das System der Entwicklungshilfen";;435;Druckerzeugnis;06.09.2004;;Haupt-Bibliothek;"AK 0518";Berlin;"Duncker & Humblot";1969;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;"hsg duplicate";0991490;0319944
"Miebach Ralf";"Das Bankgeheimnis";3-452-24165-3;329;Druckerzeugnis;"05.12.2003 08:19";"Verfassungsrecht und § 30a AO Abhandlungen zum Steuer- und Abgabenrecht, Bd. 10";Haupt-Bibliothek;"MA 133";"Köln / Berlin / Bonn / München";"Carl Heymanns Verlag KG";1999;;MA;;;"Verfahrensrecht und Steuerstrafrecht";"Allgemeines Verfahrensrecht";;"hsg duplicate";0991495;0220857
"Parsche Rüdiger/Seidel Bernhard/u.a.";"Die Beseitigung von Steuergrenzen in der Europäischen Gemeinschaft";3.428.06387.2;461;Druckerzeugnis;"05.12.2003 08:19";"Vorteile und Probleme einer Harmonisierung von Mehrwertsteuer und Verbrauchsteuern im europäischen Binnenmarkt";Haupt-Bibliothek;"AK 1200";Berlin;"Duncker & Humblot";1988;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991497;0009980
"Nitzan Shmuel/Paroush Jacob";"Collective Decision Making";0-521-30326-5;125;Druckerzeugnis;"05.12.2003 08:19";"An Economic Outlook";Haupt-Bibliothek;"AK 1134";Cambridge;"Cambridge University Press";1985;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991503;0201940
